market_constraint,candidate_constraint,candidate_source,original_weighted_score,match_probability,refined_confidence_label,facility_score,contingency_score,voltage_match,zone_or_token_overlap,ambiguity_flag,manual_label
MT.VERNON-W.SALEM 138 KV L/O XENIA-NEWTON 345 KV,E W FKF3_345 KV_TR 1:Mt Vernon-EWFKF3 345 kV,dayzer,0.321429,0.23379271644632585,reject,0.428571,0.0,0.0,0.428571,True,
MT.VERNON-W.SALEM 138 KV L/O XENIA-NEWTON 345 KV,Mt.Vernon-W.Salem 138 kV l/o Xenia-Newton 345 kV,pano,0.95,0.8957880846342117,medium_high,1.0,1.0,1.0,1.0,False,
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,BAGLEY_230 KV_BAG-GRA:L230.Graceton-Bagley-RaphaelRoad.2313,dayzer,0.77,0.6175799365816831,uncertain,0.8,0.0,1.0,1.0,False,
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRA),pano,0.937821,0.8421328863658143,medium_high,0.888889,1.0,1.0,0.923077,True,
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,dayzer,0.511364,0.401327357972115,reject,0.5,0.0,1.0,0.363636,True,
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRA),pano,0.935128,0.803092276967518,medium_high,0.888889,1.0,1.0,0.933333,True,
ASHBURN-GOOSECRE 227D       B  230 KV,GOOSECRE_500 KV_TX1:L230.Beaumead-Ashburn-PleasantView.274,dayzer,0.372222,0.18809090113345497,reject,0.444444,0.0,0.0,0.833333,True,
ASHBURN-GOOSECRE 227D       B  230 KV,BLMNTDOM230 KV  201,pano,0.500649,0.6080706919979765,uncertain,0.0,1.0,1.0,0.727273,True,
MARDELA-VIENNA 6708-1 A 69 KV,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,dayzer,0.77,0.6175799365816831,uncertain,0.8,0.0,1.0,1.0,False,
MARDELA-VIENNA 6708-1 A 69 KV,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),pano,0.937821,0.9060171505551013,high,0.888889,1.0,1.0,0.923077,False,
ELIMA   138 KV  ELI-HAV1,ELIMA_138 KV_ELI-HAV1:ACTUAL,dayzer,0.767143,0.7182103213141267,uncertain,0.857143,0.0,1.0,0.6,False,
ELIMA   138 KV  ELI-HAV1,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),pano,0.860357,0.8254115576397344,medium_high,0.75,1.0,1.0,0.857143,False,
FREMNT-FREMONTC A 138 KV,FREMNT_138 KV_FRE-WFR1:ACTUAL,dayzer,0.508333,0.4198946142498623,reject,0.5,0.0,1.0,0.333333,True,
FREMNT-FREMONTC A 138 KV,FREMNT 138KV - FREMONTC 138KV (FREMNT 138 KV FRE-FRE1),pano,0.933422,0.9882684125064705,high,0.888889,1.0,1.0,0.941176,False,
CUSHAW 115 KV CUSHAW -BALCFALL 28A,CUSHAW_115 KV_28A:L765.Greentown-Jefferson,dayzer,0.519444,0.7919244860147204,medium_high,0.5,0.0,1.0,0.444444,True,
CUSHAW 115 KV CUSHAW -BALCFALL 28A,CUSHAW  115 KV  28A,pano,0.552222,0.23797356019165064,reject,0.8,0.0,1.0,0.444444,True,
CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:Juniata - TMI 5008 & Juniata - Dauphin,dayzer,0.758333,0.5052995245500544,uncertain,0.833333,0.0,1.0,0.666667,True,
CUMB PL 230 KV CUMB PL-JUNIATA 2235,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),pano,0.94615,0.9339855216219057,high,0.909091,1.0,1.0,0.941176,False,
BUTLER  69 KV   BUT-SHE,BUTLER_69 KV_BUT-SHE:ACTUAL,dayzer,0.767143,0.7060720339260184,uncertain,0.857143,0.0,1.0,0.6,False,
BUTLER  69 KV   BUT-SHE,SHERMAN 69KV - BUTLER 69KV (BUTLER 69 KV BUT-SHE),pano,0.875321,0.8046829966830958,medium_high,0.75,1.0,1.0,0.923077,False,
NEWCARLI138 KV  NEW-PLE,NEWCARLI_138 KV_NEW-PLE:345/138.KenzieCreek.T1,dayzer,0.519444,0.5144676669443559,uncertain,0.5,0.0,1.0,0.444444,True,
NEWCARLI138 KV  NEW-PLE,NEWCARLI138 KV  NEW-TRA1,pano,0.500794,0.1152600582699711,reject,0.666667,0.0,1.0,0.571429,True,
LENOX 115 KV LENOX-NMESHOPP NML 1090,LENOX_115 KV_LEN-NME:L230.Moshannon-Chapman-Lobo-Marshall,dayzer,0.282468,0.23729705117520536,reject,0.181818,0.0,1.0,0.142857,True,
LENOX 115 KV LENOX-NMESHOPP NML 1090,LENOX 115KV - MACNEW_T 115KV (LENOX 115 KV LEN-MAC),pano,0.594848,0.5655606778986476,uncertain,0.222222,1.0,1.0,0.533333,True,
CEDARSUB230 KV CED-WILF,CEDARSUB_230 KV_CED-WILF:Bergen.CC1,dayzer,0.521154,0.3286820862553921,reject,0.5,0.0,1.0,0.461538,True,
CEDARSUB230 KV CED-WILF,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF),pano,0.75254,0.7101653770762743,uncertain,0.5,1.0,1.0,0.823529,True,
GRABILL 138 KV GRABILL-ROBISONP,ROBISONP_345 KV_. 5:L765.Marysville-Sorenson,dayzer,0.238889,0.27394361431044667,reject,0.333333,0.0,0.0,0.222222,True,
GRABILL 138 KV GRABILL-ROBISONP,ROBISONP 138KV - GRABILL 138KV (GRABILL 138 KV GRA-ROB1),pano,0.775604,0.8850877646263021,medium_high,0.571429,1.0,1.0,0.769231,False,
MOUN UGI 230 KV MOUN UGI 3 XFORMER,MOUN UGI_69 KV_MOU-PLY1:230/66.Mountain.T2 (Sctnlz),dayzer,0.269697,0.22969242929601827,reject,0.363636,0.0,0.0,0.333333,True,
MOUN UGI 230 KV MOUN UGI 3 XFORMER,MOUN UGI230 KV  2,pano,0.5125,0.09282541450063178,reject,0.666667,0.0,1.0,0.75,True,
CEDARSUB230 KV CED-WILF,CEDARSUB_230 KV_CED-WILF:Bergen.CC1,dayzer,0.511364,0.29041979037625915,reject,0.5,0.0,1.0,0.363636,True,
CEDARSUB230 KV CED-WILF,CEDARGRO 230KV - CLIF PS 230KV (CEDARGRO 230 KV CED-CLIK),pano,0.593333,0.5703674540818366,uncertain,0.222222,1.0,1.0,0.533333,True,
HOPECREE230 KV  HOP-SIL,HOPATCON_500 KV_HOP-RAM:ACTUAL,dayzer,0.205714,0.3766232275359506,reject,0.285714,0.0,0.0,0.2,True,
HOPECREE230 KV  HOP-SIL,HOPECREE 230KV - SILVERUN 230KV (HOPECREE 230 KV HOP-SIL),pano,0.737987,0.8758319596951744,medium_high,0.5,1.0,1.0,0.714286,True,
MERIDIAN345 KV  MER-TWI1,BEECHROA_138 KV_BEE-TWI1:ACTUAL,dayzer,0.205714,0.3201133483968156,reject,0.285714,0.0,0.0,0.2,True,
MERIDIAN345 KV  MER-TWI1,DUMONT2 345KV - TWINBRAN 345KV (DUMONT2 345 KV DUM-TWI1),pano,0.603571,0.8000219638555012,medium_high,0.25,1.0,1.0,0.571429,True,
BIGPINET138 KV  BIG-KIS,BIGPINET_138 KV_BIG-KIS:345/138.Ashtabula.TR9,dayzer,0.511364,0.37908164789864385,reject,0.5,0.0,1.0,0.363636,True,
BIGPINET138 KV  BIG-KIS,BIGPINET 138KV - GARRNJCT 138KV (BIGPINET 138 KV BIG-GAR),pano,0.611071,0.5947714344702878,uncertain,0.25,1.0,1.0,0.571429,True,
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS_138 KV_BUT-KAR:Erie West-Ashtabula-Perry 345 kV line,dayzer,0.522059,0.3848930774763084,reject,0.5,0.0,1.0,0.470588,True,
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),pano,0.540179,0.10300094163023582,reject,0.714286,0.0,1.0,0.75,True,
LOGTOWN 138 KV  LOG-NDEL,LOGTOWN_138 KV_LOG-NDEL:ACTUAL,dayzer,0.767143,0.6407158797918516,uncertain,0.857143,0.0,1.0,0.6,False,
LOGTOWN 138 KV  LOG-NDEL,LOGTOWN 138 KV  LIN-LOG,pano,0.818939,0.7485444231090936,uncertain,0.666667,1.0,1.0,0.833333,True,
KRENDALE 138 KV KRENDALE-SHANORMA KND-BT,KRENDALE_138 KV_KRE-SHA:ACTUAL,dayzer,0.547403,0.3050026218031857,reject,0.545455,0.0,1.0,0.428571,True,
KRENDALE 138 KV KRENDALE-SHANORMA KND-BT,SHANORMA 138KV - KRENDALE 138KV (KRENDALE 138 KV KRE-SHA),pano,0.822222,0.9431824931480688,high,0.666667,1.0,1.0,0.777778,False,
EWATERVT138 KV  EAS-WES,EWATERVT_138 KV_EAS-WES:ACTUAL,dayzer,0.596429,0.6031143077215358,uncertain,0.571429,0.0,1.0,0.75,True,
EWATERVT138 KV  EAS-WES,EASTGATE138 KV  EAS-YOU,pano,0.329293,0.05286554113241519,reject,0.333333,0.0,1.0,0.363636,True,
LACKAWAN-OXBOW ETP 2004 A 230 KV,LACKAWAN_230 KV_LAC-OXB:L500.Hopatcong-Lackawanna.5063,dayzer,0.521154,0.5774246749071867,uncertain,0.5,0.0,1.0,0.461538,True,
LACKAWAN-OXBOW ETP 2004 A 230 KV,OXBOW   230 KV  LAC-OXB,pano,0.508042,0.11276030162960246,reject,0.666667,0.0,1.0,0.615385,True,
BAGLEY  230 KV  BAG-RAP5,BAGLEY_230 KV_BAG-RAP5:500/230.WaughChapel.500-4,dayzer,0.767143,0.5426328503340021,uncertain,0.857143,0.0,1.0,0.6,True,
BAGLEY  230 KV  BAG-RAP5,BAGLEY  -GRACETON BAG-GRA   B  230 KV,pano,0.772877,0.8133723380851277,medium_high,0.571429,1.0,1.0,0.769231,False,
REMNTNCT230 KV  299A,REMNTNCT_230 KV_299A:L500.Morrisville-Spotsylvania.594,dayzer,0.355714,0.12265366594304078,reject,0.285714,0.0,1.0,0.2,True,
REMNTNCT230 KV  299A,REMINGTN 115KV - REMNTNCT 115KV (REMINGTN 115 KV 6A),pano,0.339286,0.8307722659983097,medium_high,0.0,1.0,0.0,0.5,True,
JORDAN - WFRANKFORT E 138KV L/O JORDAN - MASSAC 345KV,E W FKF3_138 KV_EWF-JORD:Jordan- Massac 345kV,dayzer,0.55,0.8904198676126429,medium_high,0.533333,0.0,1.0,0.533333,True,
JORDAN - WFRANKFORT E 138KV L/O JORDAN - MASSAC 345KV,JORD 138KV - E W FKF3 138KV (E W FKF3 138 KV EWF-JORD),pano,0.619712,0.8603726239748403,medium_high,0.307692,1.0,1.0,0.625,True,
COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC_138 KV_COL-COL6:L138.CollegeCorner-Trenton-Hutching,dayzer,0.515,0.40812447890772974,reject,0.5,0.0,1.0,0.4,True,
COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),pano,0.890114,0.8142017503582476,medium_high,0.8,1.0,1.0,0.875,False,
HARWOOD 230 KV HARWOOD -SUSQUEHA HAR-SUS2,HARWOOD_230 KV_HAR-SIE:ACTUAL,dayzer,0.515,0.2539850678371286,reject,0.5,0.0,1.0,0.4,True,
HARWOOD 230 KV HARWOOD -SUSQUEHA HAR-SUS2,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS2),pano,0.936154,0.8977832111267905,medium_high,0.888889,1.0,1.0,0.923077,True,
MAYWOOD 230 KV MAYWOOD-SADDLEBR G-2259,MAYWOOD_230 KV_MAY-SAD:L230.Bergenfield-Leonia.P-2294,dayzer,0.521154,0.6426474205388937,uncertain,0.5,0.0,1.0,0.461538,True,
MAYWOOD 230 KV MAYWOOD-SADDLEBR G-2259,MAYWOOD-SADDLEBR G-2259     A  230 KV,pano,0.530577,0.12581555688379384,reject,0.75,0.0,1.0,0.461538,True,
MARDELA-VIENNA 6708-1 A 69 KV,MARDELA_69 KV_MAR-VIE:L69.Nelson-Edgewood-NorthSalisbury.6743,dayzer,0.550699,0.367232388325427,reject,0.545455,0.0,1.0,0.461538,True,
MARDELA-VIENNA 6708-1 A 69 KV,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),pano,0.937821,0.9607910509411989,high,0.888889,1.0,1.0,0.923077,False,
KOKOMO - TIPTON W. 230KV L/O NUCOR - CAYUGA 345KV,CAYUGA2_345 KV_9-P:Nucor-Cayuga 345 kV,dayzer,0.25,0.34896801390750953,reject,0.333333,0.0,0.0,0.333333,True,
KOKOMO - TIPTON W. 230KV L/O NUCOR - CAYUGA 345KV,NEWLONDN 230KV - KOKOMOPS 230KV (KOKOMOPS 230 KV KOK-NEW1),pano,0.548322,0.8176024658346868,medium_high,0.153846,1.0,1.0,0.4,True,
GREYSPT 115 KV  GRE-HARM,GREYSPT_115 KV_GRE-HARM:ACTUAL,dayzer,0.767143,0.7348026376282171,uncertain,0.857143,0.0,1.0,0.6,False,1.0
GREYSPT 115 KV  GRE-HARM,HARMONYV 115KV - GREYSPT 115KV (GREYSPT 115 KV GRE-HARM),pano,0.86369,0.8649253887176687,medium_high,0.75,1.0,1.0,0.857143,False,
MAROA -E GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV FG,93 LORET_345 KV_11212:L765.Dumont-Wilton Center.11215,dayzer,0.503333,0.23194815300304145,reject,0.461538,0.0,1.0,0.533333,True,
MAROA -E GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV FG,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,pano,0.917368,0.9895139913545624,high,0.933333,1.0,1.0,0.947368,False,
BRUNNERI 230 KV BRUNNERI-YORKANA 1055,BRUNNERI_230 KV_BRU-MID6:L230.Yorkana-BrunnerIsland + Yorkana.T1,dayzer,0.515,0.3090886674616761,reject,0.5,0.0,1.0,0.4,True,
BRUNNERI 230 KV BRUNNERI-YORKANA 1055,BRUNNERI 230KV - YORKANA 230KV (BRUNNERI 230 KV BRU-YOR),pano,0.892212,0.7293639312503875,uncertain,0.8,1.0,1.0,0.875,True,
PARADISE-BR TAP 161KV L/O WILSON BR UNIT 1,WILSONBR_345 KV_2:Wilson XF1 345/161,dayzer,0.15,0.6996941481396799,uncertain,0.2,0.0,0.0,0.2,True,
PARADISE-BR TAP 161KV L/O WILSON BR UNIT 1,PARADIS 161KV - BR_TAP 161KV (BR_TAP 161 KV BRT-PAR),pano,0.691026,0.8742512036552094,medium_high,0.461538,1.0,1.0,0.666667,True,
RISING BONDVILL 138 KV L/O RISING SIDNEY 345 KV,RISING_345 KV_45TR1:Faraday-Arlond 345 kV,dayzer,0.184722,0.8313178430477727,medium_high,0.25,0.0,0.0,0.222222,True,
RISING BONDVILL 138 KV L/O RISING SIDNEY 345 KV,RISING 345KV - RISING 138KV (RISING 345 KV 45TR1),pano,0.464773,0.6704043612382181,uncertain,0.25,1.0,0.0,0.545455,True,
MOHOMET - CHAMPTP 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV,BROKAW_138 KV_BRO-CORN:Clinton-Oreana-GooseCrk 345 kV,dayzer,0.515,0.2539850678371286,reject,0.5,0.0,1.0,0.4,True,
MOHOMET - CHAMPTP 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV,Brokaw-N.Leroy 138 kv l/o  Clinton-Oreana-GooseCrk,pano,0.601923,0.22592672226888147,reject,0.615385,0.5,1.0,0.5,True,
TRENTON2138 KV  TRE-COL1,CLIFFORD_138 KV_CLI-COL1:L500.Cloverdale-Lexington.566,dayzer,0.164444,0.5551361469499551,uncertain,0.222222,0.0,0.0,0.2,True,
TRENTON2138 KV  TRE-COL1,HUTCHING138 KV  TRE-HUT1,pano,0.179091,0.16270849041932448,reject,0.333333,0.0,0.0,0.4,True,
BAGLEY  230 KV  BAG-GRAC,BAGLEY_230 KV_BAG-GRAC:ACTUAL,dayzer,0.767143,0.5279028651208824,uncertain,0.857143,0.0,1.0,0.6,True,
BAGLEY  230 KV  BAG-GRAC,BAGLEY  -GRACETON BAG-GRA   B  230 KV,pano,0.770604,0.6236435865926535,uncertain,0.571429,1.0,1.0,0.769231,True,
EASTON-EMUNI 6772 A 69 KV,EASTON 69-EASTON 138,dayzer,0.483333,0.4232895138857997,reject,0.666667,0.0,0.0,0.5,True,
EASTON-EMUNI 6772 A 69 KV,EASTON  138 KV  AT-1,pano,0.264286,0.12911138643579323,reject,0.5,0.0,0.0,0.5,True,
16901   138 KV  16901 Z1,6605_138 KV_6605 Z1:230/115.Sayreville.T13,dayzer,0.515,0.2539850678371286,reject,0.5,0.0,1.0,0.4,True,
16901   138 KV  16901 Z1,6605    138 KV  6605 Z1,pano,0.64,0.1092375170936003,reject,1.0,0.0,1.0,0.4,True,
BRAMBLET230 KV  BRA-EVRG,BRAMBLET_230 KV_BRA-EVRG:L230.Brambleton-PolandRoad.2183,dayzer,0.522222,0.27246766179967097,reject,0.444444,0.0,1.0,0.833333,True,
BRAMBLET230 KV  BRA-EVRG,BRAMBLET230 KV  2045A,pano,0.680649,0.5724582460493416,uncertain,0.4,1.0,1.0,0.727273,True,
74 KEWAN B1Z5 DIS              138 KV,74 KEWAN_138 KV_BTIE Z1:L345.Nelson-ElectricJunction.15502,dayzer,0.311111,0.11253737161794194,reject,0.222222,0.0,1.0,0.166667,True,
74 KEWAN B1Z5 DIS              138 KV,74 KEWAN B1Z5 DIS              138 KV,pano,0.9875,0.9977375436743716,high,1.0,1.0,1.0,1.0,False,
HANOVER 69 KV   HAN-PAR,HANOVER_69 KV_HAN-PAR:ACTUAL,dayzer,0.807143,0.8722538539721282,medium_high,0.857143,0.0,1.0,1.0,False,
HANOVER 69 KV   HAN-PAR,LINE    138 KV  LOU-PAR,pano,0.201978,0.1736721240402816,reject,0.4,0.0,0.0,0.285714,True,
GRACETON 230 KV GRACETON-SAFEHARB 2303,GRACETON_230 KV_GRA-MANO:DBL:L500.Hunterstwn-Conaston & L50,dayzer,0.378571,0.08609493894622806,reject,0.307692,0.0,1.0,0.285714,True,
GRACETON 230 KV GRACETON-SAFEHARB 2303,GRACETON230 KV  GRA-SAF,pano,0.753864,0.5627284155867504,uncertain,0.75,0.666667,1.0,0.727273,True,
DESOTO  138 KV  DES-SEL,DESOTO_138 KV_DES-SEL:ACTUAL,dayzer,0.767143,0.7060720339260184,uncertain,0.857143,0.0,1.0,0.6,False,
DESOTO  138 KV  DES-SEL,KEYSTNE 345KV - DESOTO 345KV (DESOTO 345 KV DES-KEY1),pano,0.587987,0.8631403372768537,medium_high,0.5,1.0,0.0,0.714286,False,
VIENNA 230 KV VIENNA AT20 TRANSFORMER,PINEYGRO_230 KV_AT20:L138.Loretto-Vienna.13780,dayzer,0.511364,0.25979666969730775,reject,0.5,0.0,1.0,0.363636,True,
VIENNA 230 KV VIENNA AT20 TRANSFORMER,VIENNA 13710 SER DEV        A  138 KV,pano,0.505556,0.6796243624366124,uncertain,0.333333,1.0,0.0,0.666667,True,
TURKEY HILL-MASCOUTA 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV,MT VRNO3_345 KV_TX00:Prairie State - Stallings 345 kV,dayzer,0.318571,0.2294260960411458,reject,0.428571,0.0,0.0,0.4,True,
TURKEY HILL-MASCOUTA 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV,Turkey Hill-Mascouta 138 kV l/o Prairie State-Mt Vernon 345 kV,pano,0.95,0.9562205036870555,high,1.0,1.0,1.0,1.0,False,
DICKERSH 230 KV DICKERSH-DICKERSO 23103,DICKERSH_230 KV_DIC-DIC3:DICKERSON H-DICKERSON 23104,dayzer,0.586154,0.40088365314711555,reject,0.6,0.0,1.0,0.461538,True,
DICKERSH 230 KV DICKERSH-DICKERSO 23103,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC4),pano,0.793864,0.8336495121802231,medium_high,0.6,1.0,1.0,0.75,False,
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS_138 KV_BUT-KAR:Erie West-Erie South 345kV,dayzer,0.515,0.30353183079645735,reject,0.5,0.0,1.0,0.4,True,
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),pano,0.847632,0.7257595015772778,uncertain,0.714286,1.0,1.0,0.818182,True,
CEDARGRO 230 KV CEDARGRO-JACK PS L-2238,CEDARGRO_230 KV_CED-JAC:L500.Hopatcong-Ramapo.5018,dayzer,0.521154,0.2910494525494014,reject,0.5,0.0,1.0,0.461538,True,
CEDARGRO 230 KV CEDARGRO-JACK PS L-2238,CEDARGRO 230KV - JACK PS 230KV (CEDARGRO 230 KV CED-JAC),pano,0.600714,0.08309358340511758,reject,0.833333,0.0,1.0,0.8,True,
YORKANA B43 CB  230 KV,YORKANA_115 KV_2 BANK:ACTUAL,dayzer,0.245238,0.3498469749635483,reject,0.333333,0.0,0.0,0.285714,True,
YORKANA B43 CB  230 KV,JACK ME 230KV - YORKANA 230KV (JACK ME 230 KV JAC-YOR),pano,0.588182,0.5613691834096906,uncertain,0.222222,1.0,1.0,0.4,True,
LINCOLN 115 KV LINCOLN-STRABAN 998,LINCOLN_115 KV_LIN-RILE:ACTUAL,dayzer,0.511364,0.4829461317998641,reject,0.5,0.0,1.0,0.363636,True,
LINCOLN 115 KV LINCOLN-STRABAN 998,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR),pano,0.935128,0.803092276967518,medium_high,0.888889,1.0,1.0,0.933333,True,
CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-ROX:ACTUAL,dayzer,0.59,0.29723835016423433,reject,0.6,0.0,1.0,0.5,True,
CARL PN-GARDNERS 1049 B 115 KV,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),pano,0.948615,0.8758311466856792,medium_high,0.909091,1.0,1.0,0.933333,False,
MEHOOPAN115 KV  MEH-NME2,MEHOOPAN_115 KV_MEH-NME2:230/115.NorthMeshoppen.T3,dayzer,0.511364,0.40020198633205434,reject,0.5,0.0,1.0,0.363636,True,
MEHOOPAN115 KV  MEH-NME2,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME1),pano,0.503929,0.9557845353545278,high,0.25,0.666667,1.0,0.428571,True,
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:L500.SouthBend-Yukon,dayzer,0.5125,0.2488057493491851,reject,0.5,0.0,1.0,0.375,True,
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),pano,0.847949,0.7591665213153604,medium_high,0.727273,1.0,1.0,0.842105,False,
GRACETON 230 KV GRACETON-SAFEHARB 2303,GRACETON_230 KV_GRA-MANO:L230.Yorkana-BrunnerIsland + Yorkana.T1,dayzer,0.393333,0.08779739189239667,reject,0.333333,0.0,1.0,0.266667,True,
GRACETON 230 KV GRACETON-SAFEHARB 2303,GRACETON230 KV  GRA-SAF,pano,0.811916,0.6091857169860339,uncertain,0.75,0.857143,1.0,0.8,True,
RAMAPO  138 KV  RAM-SMA,RAMAPO_138 KV_RAM-SMA:ACTUAL,dayzer,0.807143,0.7159128801467655,uncertain,0.857143,0.0,1.0,1.0,False,
RAMAPO  138 KV  RAM-SMA,SMAWA   345 KV  SMA-WALK,pano,0.176496,0.17570698291682274,reject,0.333333,0.0,0.0,0.307692,True,
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV,PJM MONITOR_PANNELL 345 CLAY 345 1_25050 l/o PANNELL_-CLAY___,dayzer,0.15,0.8042419845928613,medium_high,0.2,0.0,0.0,0.2,True,
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV,NUCOR 345KV - WHITESTO 345KV (NUCOR 345 KV NUC-WHI1),pano,0.325758,0.8920624591680415,medium_high,0.0,1.0,0.0,0.333333,True,
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,PJM MONITOR_PANNELL 345 CLAY 345 1_25050 l/o PANNELL_-CLAY___,dayzer,0.15,0.2602419561765162,reject,0.2,0.0,0.0,0.2,True,
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,Bunsonville 345/138 l/lo Sidney-Bunsonville 345,pano,0.55,0.8816889178030526,medium_high,0.5,1.0,0.0,0.5,True,
18 WILL 138 KV 18 WILL -1808 1808 1,18 WILL_138 KV_0905 4:ACTUAL,dayzer,0.683333,0.161028130136242,reject,0.666667,0.0,1.0,1.0,True,
18 WILL 138 KV 18 WILL -1808 1808 1,18 WILL 138 KV  1811 1,pano,0.653571,0.09062751498006502,reject,1.0,0.0,1.0,0.571429,True,
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,SHEFFILD_138 KV_SHE-17M1:Clinton-Brokaw+Rising-LeverettRd-Mahomet,dayzer,0.226667,0.2611518008346049,reject,0.307692,0.0,0.0,0.266667,True,
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,BROKAW 138KV - CORNBELT 138KV (BROKAW 138 KV BRO-CORN),pano,0.329091,0.5565777759985273,uncertain,0.0,1.0,0.0,0.4,True,
GRANT 138 KV GRANT-GREENTO2,GRANT_138 KV_GRA-GRE1:L345.Fall.Creek-Noblesville (Sctnlz),dayzer,0.521154,0.7371605149689163,uncertain,0.5,0.0,1.0,0.461538,True,
GRANT 138 KV GRANT-GREENTO2,GRANT   138 KV  GRA-GRE1,pano,0.583791,0.11343439983142316,reject,0.857143,0.0,1.0,0.5,True,
KAMMER2 138 KV KAMMER-NATRIUM,KAMMER2_138 KV_KAM-WBE:L765.Kammer-SouthCanton + SouthCanton.T3,dayzer,0.521154,0.30438459251928424,reject,0.5,0.0,1.0,0.461538,True,
KAMMER2 138 KV KAMMER-NATRIUM,KAMMER2 138 KV  KAM-NAT,pano,0.528929,0.13258409202241428,reject,0.75,0.0,1.0,0.428571,True,
HIGHLAOE138 KV  HIG-COM1,HIGHRIDG_230 KV_HIG-SAN1:500/230.Waugh Chapel.500-1,dayzer,0.180682,0.40700530595790835,reject,0.25,0.0,0.0,0.181818,True,
HIGHLAOE138 KV  HIG-COM1,HIGHLAOE 138KV - COMERC 138KV (HIGHLAOE 138 KV HIG-COM1),pano,0.732937,0.650801590644838,uncertain,0.5,1.0,1.0,0.714286,True,
HAVILAND138 KV HAV-TIM,TIMBLIN_115 KV_TIM-TRA:345/115.ErieWest.T1,dayzer,0.180682,0.35122815294699256,reject,0.25,0.0,0.0,0.181818,True,
HAVILAND138 KV HAV-TIM,TIMBERRD 138KV - HAVILAND 138KV (HAVILAND 138 KV HAV-TIM),pano,0.737987,0.37211568300735054,reject,0.5,1.0,1.0,0.714286,True,
1206    138 KV  1206 4,LORETTO_138 KV_LOR-VIE:ACTUAL,dayzer,0.19,0.1106222305081383,reject,0.0,0.0,1.0,0.4,True,
1206    138 KV  1206 4,08GRDALE 138KV - MIAMIFOR 138KV (MIAMIFOR 138 KV MIA-08G1),pano,0.166667,0.06647591022403934,reject,0.0,0.0,1.0,0.333333,True,
BAGLEY  230 KV  BAG-GRAC,BAGLEY_230 KV_BAG-GRAC:ACTUAL,dayzer,0.767143,0.5279028651208824,uncertain,0.857143,0.0,1.0,0.6,True,
